Date,Carsten,Yakunai,Nanu
02/221,20.6,20.6,21.6
03/221,24.8,24.8,23.4
04/221,26.0,26.0,25.7
05/221,26.5,26.5,25.3
06/221,22.6,22.6,26.4
07/221,23.9,23.9,27.1
08/221,26.9,26.9,28.1
09/221,25.1,25.1,27.3
10/221,22.3,22.3,26.9
11/221,18.8,18.8,27.2
12/221,20.2,20.2,26.7
13/221,16.7,16.7,25.4
14/221,15.2,15.2,25.4
15/221,14.1,14.1,24.2
16/221,14.3,14.3,23.1
17/221,12.1,12.1,24.5
18/221,11.1,11.1,25.7
19/221,10.0,10.0,24.1
20/221,8.3,8.3,23.1
21/221,4.9,4.9,21.4
22/221,4.2,4.2,20.4
23/221,3.1,3.1,23.0
24/221,4.9,4.9,21.9
25/221,9.1,9.1,20.8
26/221,8.3,8.3,20.3
27/221,10.2,10.2,21.8
28/221,10.8,10.8,23.2
01/222,16.4,16.4,24.8
02/222,17.3,17.3,25.0
03/222,21.9,21.9,26.8
04/222,25.8,25.8,28.1
05/222,24.8,24.8,28.2
06/222,26.8,26.8,27.4
07/222,28.3,28.3,27.5
08/222,28.9,28.9,28.3
09/222,28.3,28.3,26.7
10/222,26.8,26.8,25.9
11/222,23.6,23.6,26.4
12/222,21.1,21.1,25.2
13/222,22.4,22.4,23.6
14/222,20.0,20.0,22.3
15/222,18.3,18.3,22.6
16/222,18.5,18.5,22.2
17/222,16.9,16.9,21.2
18/222,16.0,16.0,19.2
19/222,10.4,10.4,18.6
20/222,10.4,10.4,17.6
21/222,11.3,11.3,16.4
22/222,7.0,7.0,16.6
23/222,6.4,6.4,19.2
24/222,9.6,9.6,20.1
25/222,12.0,12.0,20.7
26/222,12.3,12.3,21.3
27/222,13.3,13.3,23.0
28/222,15.7,15.7,23.9
01/223,18.2,18.2,26.1
02/223,21.8,21.8,29.2
03/223,21.7,21.7,29.1
04/223,23.2,23.2,31.9
05/223,23.5,23.5,32.6
06/223,25.2,25.2,32.7
07/223,27.0,27.0,34.4
08/223,30.3,30.3,34.0
09/223,29.3,29.3,35.4
10/223,28.3,28.3,33.1
11/223,22.2,22.2,31.6
12/223,21.5,21.5,30.4
13/223,20.1,20.1,29.2
14/223,18.2,18.2,26.9
15/223,16.2,16.2,27.7
16/223,18.5,18.5,26.7
17/223,15.7,15.7,25.9
18/223,15.3,15.3,25.2
19/223,12.5,12.5,23.1
20/223,11.2,11.2,20.9
21/223,10.8,10.8,18.5
22/223,8.6,8.6,18.9
23/223,7.1,7.1,18.8
24/223,8.3,8.3,18.9
25/223,8.8,8.8,19.6
26/223,10.4,10.4,19.2
27/223,12.8,12.8,18.6
28/223,14.9,14.9,21.4
01/224,17.9,17.9,24.1
02/224,20.1,20.1,26.0
03/224,22.7,22.7,26.5
04/224,23.1,23.1,26.8
05/224,25.0,25.0,28.0
06/224,25.6,25.6,27.6
07/224,27.6,27.6,28.5
08/224,28.3,28.3,29.8
09/224,26.7,26.7,29.5
10/224,26.7,26.7,27.7
11/224,23.4,23.4,25.8
12/224,20.2,20.2,26.9
13/224,18.5,18.5,25.8
14/224,19.9,19.9,27.8
15/224,19.5,19.5,26.1
16/224,19.4,19.4,24.5
17/224,13.8,13.8,24.2
18/224,12.1,12.1,24.5
19/224,10.1,10.1,23.8
20/224,9.6,9.6,24.0
21/224,6.8,6.8,24.4
22/224,7.3,7.3,25.8
23/224,7.1,7.1,25.2
24/224,9.8,9.8,24.8
25/224,10.6,10.6,25.6
26/224,12.3,12.3,25.1
27/224,14.4,14.4,24.2
28/224,14.9,14.9,24.7
01/225,18.3,18.3,27.7
02/225,20.4,20.4,29.8
03/225,24.1,24.1,30.4
04/225,26.1,26.1,30.0
05/225,28.9,28.9,31.4
06/225,27.3,27.3,30.7
07/225,24.8,24.8,29.1
08/225,27.6,27.6,29.7
09/225,27.3,27.3,30.3
10/225,27.9,27.9,27.4
11/225,27.2,27.2,25.6
12/225,24.9,24.9,27.6
13/225,20.7,20.7,24.2
14/225,19.5,19.5,21.3
15/225,15.7,15.7,21.9
16/225,15.5,15.5,20.4
17/225,14.1,14.1,17.7
18/225,13.4,13.4,16.3
19/225,9.6,9.6,15.2
20/225,9.7,9.7,14.3
21/225,8.6,8.6,14.9
22/225,6.4,6.4,14.7
23/225,7.6,7.6,17.1
24/225,11.0,11.0,17.8
25/225,13.7,13.7,18.5
26/225,14.6,14.6,20.3
27/225,15.1,15.1,20.7
28/225,16.6,16.6,23.0
01/226,17.5,17.5,24.0
02/226,16.4,16.4,24.5
03/226,15.9,15.9,27.9
04/226,20.3,20.3,29.1
05/226,25.5,25.5,30.4
06/226,27.3,27.3,31.6
07/226,29.0,29.0,30.8
08/226,27.9,27.9,30.7
09/226,25.9,25.9,30.6
10/226,23.3,23.3,31.1
11/226,21.4,21.4,31.6
12/226,20.3,20.3,31.3
13/226,18.8,18.8,27.5
14/226,21.7,21.7,26.5
15/226,19.7,19.7,24.4
16/226,18.1,18.1,23.9
17/226,16.0,16.0,22.8
18/226,11.4,11.4,22.5
19/226,10.6,10.6,21.7
20/226,9.1,9.1,18.0
21/226,7.7,7.7,18.8
22/226,8.9,8.9,18.7
23/226,7.2,7.2,18.6
24/226,7.9,7.9,17.3
25/226,11.1,11.1,16.8
26/226,13.7,13.7,19.1
27/226,17.2,17.2,19.7
28/226,19.4,19.4,20.3
01/227,20.8,20.8,23.5
02/227,21.8,21.8,23.2
03/227,22.0,22.0,25.3
04/227,22.2,22.2,26.1
05/227,25.7,25.7,27.8
06/227,26.9,26.9,27.0
07/227,29.1,29.1,28.7
08/227,27.7,27.7,27.0
09/227,26.0,26.0,27.4
10/227,28.2,28.2,26.9
11/227,21.2,21.2,27.7
12/227,19.9,19.9,27.4
13/227,20.5,20.5,26.2
14/227,18.1,18.1,24.9
15/227,18.3,18.3,25.1
16/227,19.9,19.9,24.5
17/227,16.3,16.3,25.5
18/227,11.8,11.8,24.4
19/227,9.3,9.3,25.5
20/227,8.3,8.3,23.8
21/227,6.2,6.2,22.5
22/227,8.5,8.5,22.5
23/227,6.7,6.7,23.1
24/227,9.5,9.5,23.6
25/227,12.1,12.1,25.2
26/227,12.8,12.8,26.1
27/227,18.6,18.6,27.6
28/227,19.7,19.7,30.6
01/228,22.9,22.9,29.3
02/228,22.7,22.7,29.4
03/228,22.9,22.9,30.5
04/228,27.7,27.7,31.5
05/228,26.8,26.8,35.5
06/228,28.7,28.7,33.8
07/228,27.5,27.5,32.5
08/228,30.8,30.8,31.8
09/228,27.6,27.6,31.0
10/228,24.3,24.3,29.4
11/228,23.4,23.4,31.0
12/228,21.7,21.7,30.0
13/228,25.1,25.1,27.2
14/228,24.5,24.5,24.1
15/228,22.5,22.5,21.9
16/228,18.0,18.0,21.3
17/228,17.2,17.2,21.9
18/228,17.3,17.3,23.2
19/228,14.7,14.7,20.8
20/228,13.8,13.8,18.5
21/228,6.5,6.5,18.8
22/228,8.3,8.3,18.6
23/228,8.8,8.8,17.5
24/228,10.6,10.6,16.7
25/228,13.3,13.3,17.8
26/228,15.9,15.9,18.4
27/228,14.4,14.4,21.9
28/228,18.3,18.3,23.6
01/229,19.2,19.2,26.1
02/229,21.3,21.3,26.3
03/229,22.2,22.2,27.8
04/229,25.7,25.7,29.9
05/229,24.6,24.6,31.7
06/229,27.2,27.2,34.3
07/229,29.5,29.5,33.4
08/229,31.7,31.7,35.0
09/229,26.7,26.7,33.5
10/229,27.4,27.4,34.0
11/229,27.1,27.1,34.5
12/229,22.7,22.7,32.7
13/229,18.0,18.0,30.6
14/229,18.9,18.9,27.2
15/229,17.4,17.4,25.0
16/229,14.0,14.0,25.7
17/229,16.4,16.4,23.1
18/229,13.1,13.1,24.6
19/229,12.2,12.2,20.8
20/229,11.5,11.5,21.8
21/229,8.7,8.7,20.1
22/229,9.5,9.5,20.6
23/229,8.2,8.2,19.9
24/229,10.4,10.4,20.3
25/229,12.0,12.0,21.3
26/229,12.7,12.7,20.7
27/229,15.4,15.4,21.5
28/229,18.7,18.7,22.5
01/230,19.4,19.4,25.1
02/230,17.7,17.7,25.0
03/230,19.2,19.2,23.7
04/230,21.5,21.5,26.0
05/230,22.3,22.3,25.1
06/230,23.8,23.8,23.6
07/230,24.5,24.5,22.8
08/230,23.1,23.1,24.5
09/230,25.5,25.5,26.1
10/230,22.6,22.6,25.6
11/230,20.4,20.4,24.9
12/230,17.5,17.5,26.2
13/230,18.4,18.4,23.7
14/230,17.4,17.4,22.2
15/230,15.9,15.9,22.6
16/230,14.3,14.3,22.9
17/230,12.5,12.5,21.8
18/230,10.3,10.3,19.4
19/230,10.6,10.6,17.1
20/230,8.8,8.8,18.9
21/230,5.4,5.4,17.6
22/230,7.0,7.0,20.2
23/230,5.2,5.2,20.4
24/230,5.2,5.2,20.5
25/230,7.8,7.8,21.4
26/230,10.7,10.7,23.2
27/230,11.5,11.5,25.9
28/230,12.0,12.0,26.7
01/231,15.2,15.2,27.1
02/231,16.9,16.9,28.7
03/231,18.9,18.9,29.6
04/231,21.7,21.7,29.5
05/231,25.1,25.1,29.9
06/231,25.5,25.5,29.6
07/231,27.0,27.0,29.8
08/231,26.9,26.9,28.9
09/231,25.0,25.0,29.5
10/231,26.3,26.3,28.8
11/231,26.0,26.0,28.6
12/231,22.7,22.7,25.1
13/231,19.1,19.1,24.1
14/231,17.9,17.9,20.7
15/231,17.0,17.0,19.9
16/231,14.9,14.9,20.8
17/231,14.9,14.9,20.8
18/231,10.7,10.7,21.6
19/231,8.7,8.7,19.3
20/231,6.0,6.0,17.3
21/231,3.4,3.4,16.7
22/231,4.2,4.2,14.6
23/231,3.2,3.2,14.4
24/231,4.9,4.9,14.5
25/231,6.0,6.0,15.4
26/231,9.3,9.3,16.6
27/231,13.4,13.4,17.2
28/231,16.0,16.0,18.3
01/232,15.5,15.5,20.3
02/232,19.0,19.0,22.0
03/232,20.1,20.1,23.4
04/232,22.2,22.2,26.1
05/232,24.9,24.9,29.3
06/232,28.3,28.3,31.8
07/232,29.1,29.1,30.0
08/232,28.9,28.9,29.7
09/232,27.8,27.8,30.4
10/232,26.4,26.4,30.7
11/232,24.0,24.0,29.6
12/232,21.9,21.9,29.4
13/232,22.6,22.6,29.7
14/232,21.6,21.6,29.0
15/232,21.2,21.2,29.0
16/232,17.6,17.6,28.0
17/232,15.0,15.0,26.0
18/232,13.2,13.2,26.3
19/232,12.8,12.8,25.8
20/232,9.7,9.7,24.1
21/232,9.3,9.3,22.4
22/232,11.9,11.9,22.0
23/232,10.2,10.2,22.0
24/232,13.0,13.0,22.4
25/232,14.4,14.4,22.6
26/232,16.2,16.2,22.9
27/232,16.0,16.0,23.5
28/232,15.5,15.5,24.7
01/233,18.6,18.6,25.7
02/233,19.4,19.4,28.5
03/233,23.6,23.6,29.2
04/233,27.3,27.3,29.8
05/233,28.2,28.2,29.6
06/233,29.2,29.2,28.6
07/233,32.8,32.8,28.8
08/233,33.0,33.0,28.8
09/233,31.5,31.5,25.9
10/233,28.3,28.3,26.6
11/233,24.3,24.3,25.0
12/233,22.0,22.0,24.9
13/233,17.1,17.1,25.5
14/233,19.3,19.3,24.8
15/233,19.2,19.2,23.3
16/233,19.3,19.3,21.9
17/233,16.0,16.0,20.6
18/233,13.6,13.6,19.5
19/233,12.8,12.8,18.6
20/233,11.3,11.3,17.9
21/233,9.2,9.2,18.7
22/233,9.0,9.0,19.7
23/233,11.4,11.4,20.1
24/233,9.4,9.4,20.9
25/233,10.3,10.3,23.0
26/233,12.3,12.3,23.6
27/233,16.3,16.3,25.0
28/233,18.2,18.2,26.9
01/234,22.2,22.2,27.8
02/234,22.5,22.5,28.0
03/234,24.9,24.9,32.7
04/234,25.8,25.8,32.6
05/234,26.5,26.5,33.3
06/234,31.0,31.0,34.0
07/234,32.0,32.0,32.9
08/234,31.0,31.0,34.5
09/234,30.1,30.1,32.8
10/234,26.7,26.7,31.7
11/234,27.1,27.1,30.4
12/234,21.4,21.4,30.8
13/234,21.5,21.5,29.9
14/234,18.1,18.1,28.3
15/234,14.9,14.9,26.2
16/234,13.3,13.3,24.6
17/234,12.1,12.1,23.6
18/234,12.4,12.4,23.0
19/234,8.8,8.8,21.1
20/234,9.1,9.1,20.7
21/234,5.8,5.8,17.9
22/234,7.7,7.7,17.9
23/234,9.1,9.1,18.7
24/234,12.4,12.4,20.1
25/234,12.6,12.6,19.5
26/234,14.6,14.6,19.5
27/234,14.1,14.1,19.7
28/234,16.0,16.0,19.3
01/235,21.3,21.3,20.8
02/235,20.8,20.8,23.0
03/235,22.0,22.0,24.6
04/235,21.2,21.2,27.1
05/235,21.0,21.0,27.1
06/235,22.3,22.3,26.8
07/235,24.5,24.5,29.0
08/235,23.9,23.9,28.0
09/235,24.0,24.0,28.7
10/235,25.1,25.1,28.6
11/235,20.0,20.0,28.6
12/235,19.2,19.2,27.3
13/235,19.4,19.4,26.7
14/235,18.0,18.0,25.6
15/235,16.5,16.5,26.0
16/235,17.5,17.5,26.8
17/235,14.6,14.6,25.8
18/235,12.4,12.4,24.5
19/235,10.6,10.6,22.8
20/235,8.1,8.1,22.7
21/235,8.4,8.4,20.7
22/235,10.5,10.5,20.6
23/235,10.5,10.5,21.6
24/235,10.0,10.0,23.5
25/235,11.8,11.8,25.2
26/235,13.3,13.3,23.0
27/235,13.0,13.0,22.9
28/235,15.7,15.7,24.7
01/236,14.1,14.1,26.0
02/236,16.6,16.6,27.4
03/236,18.5,18.5,28.9
04/236,22.6,22.6,30.0
05/236,22.1,22.1,29.3
06/236,24.5,24.5,29.3
07/236,23.7,23.7,29.9
08/236,23.8,23.8,28.7
09/236,24.2,24.2,28.3
10/236,25.1,25.1,26.7
11/236,21.7,21.7,24.6
12/236,18.0,18.0,24.6
13/236,18.4,18.4,24.3
14/236,17.7,17.7,23.7
15/236,18.7,18.7,22.4
16/236,18.2,18.2,20.2
17/236,15.2,15.2,19.4
18/236,14.1,14.1,17.7
19/236,13.3,13.3,18.2
20/236,11.6,11.6,17.9
21/236,9.0,9.0,17.4
22/236,7.8,7.8,17.7
23/236,7.7,7.7,19.0
24/236,7.6,7.6,20.3
25/236,13.2,13.2,20.5
26/236,16.9,16.9,22.9
27/236,15.3,15.3,24.5
28/236,17.9,17.9,24.6
01/237,19.0,19.0,28.0
02/237,19.4,19.4,28.8
03/237,20.7,20.7,29.0
04/237,25.8,25.8,30.4
05/237,28.0,28.0,30.3
06/237,30.0,30.0,33.0
07/237,30.3,30.3,34.7
08/237,28.6,28.6,35.4
09/237,25.6,25.6,34.2
10/237,26.8,26.8,34.2
11/237,23.1,23.1,32.0
12/237,23.0,23.0,33.0
13/237,19.7,19.7,32.2
14/237,18.6,18.6,31.7
15/237,17.4,17.4,27.7
16/237,17.2,17.2,28.2
17/237,14.2,14.2,28.4
18/237,13.6,13.6,28.9
19/237,9.7,9.7,26.1
20/237,7.9,7.9,25.1
21/237,7.2,7.2,22.9
22/237,6.8,6.8,23.0
23/237,8.4,8.4,22.4
24/237,10.4,10.4,21.4
25/237,13.5,13.5,21.2
26/237,14.5,14.5,20.5
27/237,15.7,15.7,23.3
28/237,18.0,18.0,23.9
01/238,19.5,19.5,25.4
02/238,18.6,18.6,26.1
03/238,17.7,17.7,25.9
04/238,22.1,22.1,26.9
05/238,25.4,25.4,27.6
06/238,29.5,29.5,30.8
07/238,29.2,29.2,30.7
08/238,29.7,29.7,30.6
09/238,27.7,27.7,29.0
10/238,27.8,27.8,28.3
11/238,26.2,26.2,30.0
12/238,24.4,24.4,29.0
13/238,23.2,23.2,27.0
14/238,21.8,21.8,27.7
15/238,20.6,20.6,27.5
16/238,18.4,18.4,27.8
17/238,16.9,16.9,28.1
18/238,13.4,13.4,26.4
19/238,12.3,12.3,26.2
20/238,10.2,10.2,25.8
21/238,6.9,6.9,25.9
22/238,4.9,4.9,25.9
23/238,5.4,5.4,25.2
24/238,7.8,7.8,25.3
25/238,8.8,8.8,26.4
26/238,10.4,10.4,29.6
27/238,11.1,11.1,29.6
28/238,14.4,14.4,28.4
01/239,17.4,17.4,28.9
02/239,21.6,21.6,28.0
03/239,23.8,23.8,30.6
04/239,26.0,26.0,31.9
05/239,26.6,26.6,32.9
06/239,27.5,27.5,33.7
07/239,33.5,33.5,34.4
08/239,33.2,33.2,33.7
09/239,32.0,32.0,30.5
10/239,28.8,28.8,28.6
11/239,23.8,23.8,26.6
12/239,22.5,22.5,28.0
13/239,19.0,19.0,26.5
14/239,17.2,17.2,26.1
15/239,18.6,18.6,24.1
16/239,14.7,14.7,22.5
17/239,12.7,12.7,20.0
18/239,13.2,13.2,19.7
19/239,11.8,11.8,16.7
20/239,11.2,11.2,17.0
21/239,10.5,10.5,15.6
22/239,10.8,10.8,15.3
23/239,9.5,9.5,15.1
24/239,11.5,11.5,16.5
25/239,12.6,12.6,17.2
26/239,16.8,16.8,18.0
27/239,15.4,15.4,20.6
28/239,18.1,18.1,22.4
01/240,18.8,18.8,25.0
02/240,19.7,19.7,24.7
03/240,19.0,19.0,24.7
04/240,21.1,21.1,26.4
05/240,22.7,22.7,27.3
06/240,25.4,25.4,27.6
07/240,27.0,27.0,29.6
08/240,27.0,27.0,30.5
09/240,26.4,26.4,32.1
10/240,23.6,23.6,30.5
11/240,20.7,20.7,30.8
12/240,21.1,21.1,27.7
13/240,19.9,19.9,27.7
14/240,16.5,16.5,26.9
15/240,13.7,13.7,26.4
16/240,14.4,14.4,25.4
17/240,12.1,12.1,26.3
18/240,12.7,12.7,23.4
19/240,10.0,10.0,22.7
20/240,6.6,6.6,22.1
21/240,3.2,3.2,19.9
22/240,1.5,1.5,16.1
23/240,4.3,4.3,17.8
24/240,6.0,6.0,16.7
25/240,10.0,10.0,16.8
26/240,11.3,11.3,18.6
27/240,14.4,14.4,20.0
28/240,16.3,16.3,20.1
01/241,17.5,17.5,21.5
02/241,17.2,17.2,20.3
03/241,20.9,20.9,22.6
04/241,23.5,23.5,22.9
05/241,23.4,23.4,23.8
06/241,26.7,26.7,23.8
07/241,29.3,29.3,25.3
08/241,29.6,29.6,26.2
09/241,26.1,26.1,25.8
10/241,23.8,23.8,24.6
11/241,21.9,21.9,24.4
12/241,18.0,18.0,24.4
13/241,18.3,18.3,23.4
14/241,14.2,14.2,23.8
15/241,12.8,12.8,25.1
16/241,13.3,13.3,23.6
17/241,12.5,12.5,20.3
18/241,12.7,12.7,19.4
19/241,9.1,9.1,19.1
20/241,8.8,8.8,21.6
21/241,5.3,5.3,22.4
22/241,5.5,5.5,20.0
23/241,8.5,8.5,20.0
24/241,10.3,10.3,20.7
25/241,10.1,10.1,22.4
26/241,12.3,12.3,24.0
27/241,15.7,15.7,24.9
28/241,16.5,16.5,25.3
01/242,18.2,18.2,29.2
02/242,20.1,20.1,29.3
03/242,21.0,21.0,29.5
04/242,22.7,22.7,30.4
05/242,23.5,23.5,31.3
06/242,22.8,22.8,31.2
07/242,26.3,26.3,32.1
08/242,26.8,26.8,32.2
09/242,26.0,26.0,31.9
10/242,24.1,24.1,30.0
11/242,23.2,23.2,29.6
12/242,22.2,22.2,29.3
13/242,20.1,20.1,26.6
14/242,17.9,17.9,23.7
15/242,20.4,20.4,21.4
16/242,19.9,19.9,19.7
17/242,17.8,17.8,21.1
18/242,15.0,15.0,20.4
19/242,14.4,14.4,17.7
20/242,11.8,11.8,16.1
21/242,10.0,10.0,15.8
22/242,9.3,9.3,16.0
23/242,10.8,10.8,18.3
24/242,12.0,12.0,16.7
25/242,14.1,14.1,18.6
26/242,13.1,13.1,19.3
27/242,13.9,13.9,21.8
28/242,17.9,17.9,24.5
01/243,19.1,19.1,24.4
02/243,22.3,22.3,26.6
03/243,24.8,24.8,26.6
04/243,25.0,25.0,29.4
05/243,24.1,24.1,30.1
06/243,28.1,28.1,31.4
07/243,27.4,27.4,32.6
08/243,28.5,28.5,32.8
09/243,26.5,26.5,31.8
10/243,27.2,27.2,31.8
11/243,23.8,23.8,31.3
12/243,21.6,21.6,30.9
13/243,20.1,20.1,31.7
14/243,20.6,20.6,29.4
15/243,20.9,20.9,28.4
16/243,20.3,20.3,27.6
17/243,19.8,19.8,27.0
18/243,16.7,16.7,27.2
19/243,13.6,13.6,25.5
20/243,9.0,9.0,23.2
21/243,7.4,7.4,23.6
22/243,5.5,5.5,21.7
23/243,7.5,7.5,20.7
24/243,7.9,7.9,19.8
25/243,12.3,12.3,21.1
26/243,13.3,13.3,20.7
27/243,14.5,14.5,23.4
28/243,18.0,18.0,23.3
01/244,21.4,21.4,24.9
02/244,21.9,21.9,27.7
03/244,23.8,23.8,27.5
04/244,24.9,24.9,27.8
05/244,27.0,27.0,28.2
06/244,31.2,31.2,26.6
07/244,29.2,29.2,26.2
08/244,30.2,30.2,26.8
09/244,28.2,28.2,26.4
10/244,27.0,27.0,26.9
11/244,25.2,25.2,25.3
12/244,22.8,22.8,26.8
13/244,22.1,22.1,25.9
14/244,18.0,18.0,23.4
15/244,16.1,16.1,23.0
16/244,14.7,14.7,23.3
17/244,11.0,11.0,20.2
18/244,8.5,8.5,21.4
19/244,6.2,6.2,22.2
20/244,6.2,6.2,20.0
21/244,5.9,5.9,18.3
22/244,4.8,4.8,19.0
23/244,5.7,5.7,20.5
24/244,4.7,4.7,20.5
25/244,8.1,8.1,22.4
26/244,8.5,8.5,24.3
27/244,12.3,12.3,25.3
28/244,13.4,13.4,26.9
01/245,17.2,17.2,26.4
02/245,21.6,21.6,26.5
03/245,21.2,21.2,27.0
04/245,23.5,23.5,28.7
05/245,25.4,25.4,30.8
06/245,27.9,27.9,31.7
07/245,27.4,27.4,31.2
08/245,31.4,31.4,32.4
09/245,32.2,32.2,32.3
10/245,29.3,29.3,31.8
11/245,25.3,25.3,29.6
12/245,21.3,21.3,28.9
13/245,19.3,19.3,28.4
14/245,17.4,17.4,25.8
15/245,19.6,19.6,24.2
16/245,19.6,19.6,24.0
17/245,19.0,19.0,20.8
18/245,16.7,16.7,19.7
19/245,15.4,15.4,17.7
20/245,13.2,13.2,16.9
21/245,11.1,11.1,16.2
22/245,7.5,7.5,15.8
23/245,5.1,5.1,15.7
24/245,5.8,5.8,14.7
25/245,8.4,8.4,16.8
26/245,12.1,12.1,18.6
27/245,13.6,13.6,19.0
28/245,16.7,16.7,20.0
01/246,18.7,18.7,22.8
02/246,18.3,18.3,24.4
03/246,20.0,20.0,25.0
04/246,23.7,23.7,26.1
05/246,23.6,23.6,26.4
06/246,24.4,24.4,28.5
07/246,27.8,27.8,29.7
08/246,25.9,25.9,30.4
09/246,25.2,25.2,29.6
10/246,21.3,21.3,28.1
11/246,21.9,21.9,27.4
12/246,23.1,23.1,27.0
13/246,19.7,19.7,26.7
14/246,17.9,17.9,27.0
15/246,17.9,17.9,26.5
16/246,20.0,20.0,26.9
17/246,18.9,18.9,26.3
18/246,14.5,14.5,28.0
19/246,13.0,13.0,25.0
20/246,10.4,10.4,22.7
21/246,7.5,7.5,22.7
22/246,6.2,6.2,21.4
23/246,8.6,8.6,22.4
24/246,7.9,7.9,22.6
25/246,12.0,12.0,22.5
26/246,13.2,13.2,26.4
27/246,18.0,18.0,28.6
28/246,21.7,21.7,28.9
01/247,20.4,20.4,28.7
02/247,21.8,21.8,30.2
03/247,22.4,22.4,30.7
04/247,25.5,25.5,30.5
05/247,28.1,28.1,30.9
06/247,29.2,29.2,30.2
07/247,32.4,32.4,30.4
08/247,29.9,29.9,29.1
09/247,28.5,28.5,29.5
10/247,24.5,24.5,29.6
11/247,24.8,24.8,29.5
12/247,23.6,23.6,27.6
13/247,20.6,20.6,25.9
14/247,22.3,22.3,26.3
15/247,19.1,19.1,25.2
16/247,17.5,17.5,24.2
17/247,16.6,16.6,21.7
18/247,15.2,15.2,20.6
19/247,12.7,12.7,21.6
20/247,9.3,9.3,20.9
21/247,8.4,8.4,19.9
22/247,7.5,7.5,20.4
23/247,9.1,9.1,21.8
24/247,10.2,10.2,22.5
25/247,12.6,12.6,23.2
26/247,13.7,13.7,25.9
27/247,16.6,16.6,25.4
28/247,18.8,18.8,25.9
01/248,20.2,20.2,28.9
02/248,21.9,21.9,30.5
03/248,24.0,24.0,32.2
04/248,25.9,25.9,32.4
05/248,28.5,28.5,34.9
06/248,28.3,28.3,36.4
07/248,27.6,27.6,35.3
08/248,29.4,29.4,35.9
09/248,28.8,28.8,33.3
10/248,26.5,26.5,35.0
11/248,25.3,25.3,32.9
12/248,25.9,25.9,31.5
13/248,23.4,23.4,32.3
14/248,18.7,18.7,31.9
15/248,19.0,19.0,29.9
16/248,17.4,17.4,27.6
17/248,17.0,17.0,26.5
18/248,15.4,15.4,24.2
19/248,11.2,11.2,22.8
20/248,8.8,8.8,20.6
21/248,10.6,10.6,18.3
22/248,8.8,8.8,17.6
23/248,9.8,9.8,18.6
24/248,9.2,9.2,18.9
25/248,12.1,12.1,19.4
26/248,13.7,13.7,18.9
27/248,16.0,16.0,22.5
28/248,16.1,16.1,24.3
01/249,13.3,13.3,23.4
02/249,16.2,16.2,25.6
03/249,19.2,19.2,27.1
04/249,22.9,22.9,28.2
05/249,25.6,25.6,26.5
06/249,27.9,27.9,27.3
07/249,28.9,28.9,30.5
08/249,30.1,30.1,29.5
09/249,25.6,25.6,28.0
10/249,26.1,26.1,26.5
11/249,23.1,23.1,27.3
12/249,22.3,22.3,26.4
13/249,18.2,18.2,27.0
14/249,14.5,14.5,26.1
15/249,16.5,16.5,25.1
16/249,15.2,15.2,24.2
17/249,15.6,15.6,23.6
18/249,13.6,13.6,22.3
19/249,10.7,10.7,21.5
20/249,9.9,9.9,20.2
21/249,6.5,6.5,19.3
22/249,4.1,4.1,20.3
23/249,3.2,3.2,18.6
24/249,7.1,7.1,20.2
25/249,10.3,10.3,23.0
26/249,13.3,13.3,22.8
27/249,13.7,13.7,23.8
28/249,15.7,15.7,25.4
01/250,18.0,18.0,26.2
02/250,21.3,21.3,26.2
03/250,23.0,23.0,30.0
04/250,24.6,24.6,31.6
05/250,24.7,24.7,30.5
06/250,28.7,28.7,30.9
07/250,29.3,29.3,29.0
08/250,27.1,27.1,27.1
09/250,24.4,24.4,26.6
10/250,25.2,25.2,26.0
11/250,25.4,25.4,24.9
12/250,24.5,24.5,22.4
13/250,20.0,20.0,20.1
14/250,17.3,17.3,19.0
15/250,16.5,16.5,18.8
16/250,16.3,16.3,18.6
17/250,11.6,11.6,15.3
18/250,11.3,11.3,16.5
19/250,7.9,7.9,15.9
20/250,5.7,5.7,15.5
21/250,0.9,0.9,16.2
22/250,0.3,0.3,15.7
23/250,3.5,3.5,14.9
24/250,3.8,3.8,15.3
25/250,8.3,8.3,15.1
26/250,9.1,9.1,17.8
27/250,8.8,8.8,18.8
28/250,11.7,11.7,20.9
01/251,13.4,13.4,24.1
02/251,16.2,16.2,27.7
03/251,17.0,17.0,28.3
04/251,19.1,19.1,28.9
05/251,21.9,21.9,30.4
06/251,24.2,24.2,31.5
07/251,26.9,26.9,31.3
08/251,27.3,27.3,31.8
09/251,25.9,25.9,30.3
10/251,23.9,23.9,31.0
11/251,25.9,25.9,32.1
12/251,21.4,21.4,30.9
13/251,17.6,17.6,28.6
14/251,19.2,19.2,27.5
15/251,18.2,18.2,26.5
16/251,19.9,19.9,23.8
17/251,16.9,16.9,24.0
18/251,12.9,12.9,22.1
19/251,10.9,10.9,21.2
20/251,9.4,9.4,19.8
21/251,8.9,8.9,18.2
22/251,6.5,6.5,19.0
23/251,6.2,6.2,15.7
24/251,8.4,8.4,16.4
25/251,8.6,8.6,18.5
26/251,13.6,13.6,19.6
27/251,12.8,12.8,21.5
28/251,14.5,14.5,23.4
01/252,14.6,14.6,24.8
02/252,17.0,17.0,22.2
03/252,17.1,17.1,23.3
04/252,21.0,21.0,23.8
05/252,22.5,22.5,26.6
06/252,28.1,28.1,26.1
